"role","skill_name","purpose","domain","install_tier","source_group","source_commit","package_relative_path","skill_file","permission_note"
"deployer","wav2vec2-xlsr-53-npu-deploy","Wav2Vec2-XLSR-53 系列模型（facebook/wav2vec2-large-xlsr-53 及其多语言 ASR 微调版本）在华为昇腾 NPU 上的完整适配、推理、精度验证与性能基准测试 Skill。 涵盖 12 个模型：基础预训练模型 + 11 个微调模型（英语/中文/日语/俄语/阿拉伯语/ 葡萄牙语/西班牙语/波斯语/泰语/埃及阿拉伯语 + LibriSpeech 性别识别）， 使用 torch_npu + transfer_to_npu 实现零代码迁移。全流程包含环境准备、模型下载、 NPU 推理、CPU-NPU 精度对比（串行执行防 OOM）、多音频长度性能基准测试、 结果报告生成与一键推送。当用户提到 wav2vec2 NPU、XLSR-53 昇腾、语音模型 Ascend 适配时触发。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","wav2vec2-xlsr-53-npu-deploy","wav2vec2-xlsr-53-npu-deploy/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","wavyfusion-npu-deploy","WavyFusion（wavymulder/wavyfusion）Stable Diffusion 1.5 Fine-tune 模型在 昇腾 NPU 上的完整部署与推理验证 Skill。涵盖环境准备、模型权重下载、NPU 推理、 精度验证（fp16 vs fp32 精度对比）、性能基准测试的全流程。可在任意 Ascend910 系列 服务器上一键复现，并支持多卡并行推理性能评估。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","wavyfusion-npu","wavyfusion-npu/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","webssl-mae-npu-deploy","WebSSL MAE (300M / 700M / 1B) 视觉表征模型在昇腾 NPU 上的推理部署 Skill。 涵盖环境准备、权重下载、transfer_to_npu 自动迁移、NPU 推理验证、 CPU 基线精度对比的全流程。支持 facebook/webssl-mae300m-full2b-224、 webssl-mae700m-full2b-224、webssl-mae1b-full2b-224 三个尺度模型。 当用户提到 WebSSL MAE 昇腾部署、MAE NPU 推理、视觉 encoder NPU 时触发。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","webssl-mae-npu","webssl-mae-npu/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","whisper-large-v3-npu","OpenAI Whisper Large V3 语音识别模型在昇腾 NPU (Ascend 910B4) 上的适配、推理部署与精度验证 Skill。涵盖环境准备、模型权重获取、NPU 推理部署、精度评测（<1% 误差）、性能基准测试的全流程。适用于将 whisper-large-v3 部署到华为昇腾 NPU 上进行自动语音识别 (ASR) 和语音翻译任务。触发词：whisper NPU 部署、whisper-large-v3 昇腾推理、ASR 模型 NPU 适配、whisper 昇腾精度评测。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","whisper-large-v3-npu","whisper-large-v3-npu/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","whisper-medium-npu-deploy","whisper-medium（OpenAI ~769M 语音识别 ASR 模型）在昇腾 NPU 上的完整部署与推理验证。涵盖环境准备、模型下载、NPU 推理部署、CPU/NPU 精度对比验证、性能基准测试的全流程。适用于：NPU 部署、昇腾推理、ASR 精度验证、Whisper 性能评测。触发词：whisper-medium NPU 部署、whisper 昇腾推理、whisper-medium 精度对比、whisper ASR NPU 部署。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","whisper-medium-npu","whisper-medium-npu/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","wide-resnet-npu-deploy","Wide ResNet 系列模型在昇腾 NPU 上的完整部署与推理验证 Skill。 涵盖 timm 框架下 wide_resnet50_2 和 wide_resnet101_2 系列的 racm/tv/tv2 三种训练配方变体在昇腾 NPU 上的环境准备、推理验证、 CPU/NPU 精度对比、README 生成、终端截图生成和模型仓库发布 的完整流程。可在任意 Ascend910 系列服务器上一键复现。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","wide-resnet-npu","wide-resnet-npu/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","winclip-npu","Capability in domain: model-specific-deployment.","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","winclip-npu","winclip-npu/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","xception-npu","Xception 模型在昇腾 NPU 上的部署、推理、CPU/NPU 精度验证与模型仓库发布。适用于：昇腾部署、NPU 推理、精度验证。触发词：Xception NPU 部署、昇腾推理、精度对比、npu-smi。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","xception-npu-deployment","xception-npu-deployment/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","xcit-models-npu-deployment","XCiT (Cross-Covariance Image Transformer) 系列模型在昇腾 Ascend NPU 上的自动化适配、部署、推理测试、CPU/NPU 精度验证、README 生成、终端截图生成和模型仓库发布一站式 Skill。 支持 xcit_tiny_12_p16_384、xcit_tiny_12_p8_384、xcit_small_12_p8_224、xcit_medium_24_p16_384、xcit_large_24_p8_224 共 5 个模型。 触发词：xcit、XCiT、Cross-Covariance Image Transformer、昇腾 NPU 适配、昇腾部署、timm 分类模型、Ascend NPU deployment、model-agent deployment skill。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","xcit-models-npu-deployment","xcit-models-npu-deployment/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","xcit-npu","XCiT (Cross-Covariance Image Transformer) 系列图像分类模型在 昇腾 NPU 上的完整部署与精度对比 Skill。涵盖 timm 框架下 xcit_nano/tiny/small/medium/large 全系列变体的环境搭建、 NPU 推理、CPU/NPU 精度对比验证、README 生成及模型仓库发布。 适用于 Ascend910 系列 NPU，支持 in1k 与 fb_dist_in1k 预训练权重。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","xcit-npu","xcit-npu/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","xcit-npu-deploy","XCiT 系列图像分类模型在昇腾 NPU 上的完整部署与精度验证 Skill。 涵盖环境准备、模型下载（ModelScope）、NPU 推理、CPU/NPU 精度对比、 终端截图生成、README 编写和模型仓库发布的全流程。 可在任意 Ascend910 系列服务器上一键复现。 当用户提到 XCiT 部署昇腾、timm XCiT NPU 推理、XCiT 模型 NPU 时触发。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","xcit-npu-deploy","xcit-npu-deploy/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","yolov10-npu","YOLOv10n 目标检测模型在华为昇腾 Ascend NPU 上的完整适配、推理与多阶段性能优化 Skill。 涵盖：模型加载修复（weights_only=False）、NPU 推理适配（model.to('npu')）、FP16 半精度、 torch.compile NPU 后端加速、运行时环境优化（TASK_QUEUE_ENABLE/CPU_AFFINITY）、 NPU 后处理（避免 CPU 传输）、NPU 图像缩放（F.interpolate）、流式流水线（双缓冲线程预取）、 精度验证（CPU vs NPU 输出一致性）及综合性能基准测试。从 3.2 FPS（CPU）优化至 69.5 FPS（NPU+stream）， 加速 21.5 倍。触发场景：YOLOv10 + Ascend/NPU 适配、YOLO + torch_npu 推理、 目标检测 + 昇腾性能优化、视觉模型 + torch.compile + NPU。","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","yolov10-npu","yolov10-npu/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","yolov10-npu-contrib","Capability in domain: model-specific-deployment.","model-specific-deployment","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","yolov10-npu-contrib","yolov10-npu-contrib/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","yolov10-m-ascend-optimization","YOLOv10-M NPU optimization skill for Atlas 800I A2 (Ascend 910B)","performance-analysis","model-specific","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","yolov10-npu-model","yolov10-npu-model/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","ascend-mmlab-install-suite","昇腾NPU环境安装OpenMMLab系列库套件（mmcv/mmdet/mmdet3d/detectron2），支持本地+远程混合开发模式","environment-deployment","scenario-recommended","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","ascend-mmlab-install-suite","ascend-mmlab-install-suite/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","ascend-modelscope-mirror","昇腾 NPU 模型权重下载镜像与加速配置 Skill。 解决国内环境访问 HuggingFace 超时/失败问题，提供 ModelScope、HF-Mirror 等替代方案的配置方法、 离线缓存管理策略及权重完整性校验手段。 当用户提到模型下载慢、HuggingFace 连接超时、ModelScope、权重缓存、 snapshot_download 等问题时触发。","environment-deployment","scenario-recommended","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","ascend-modelscope-mirror","ascend-modelscope-mirror/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","ascend-npu-driver-install","能完成昇腾NPU驱动和固件安装部署，实现安装包正则匹配提取、按需添加可执行权限、Python+Shell双重包校验、系统依赖先验后装、适配CentOS/RHEL/Ubuntu/Debian系统，适用于昇腾NPU驱动和固件安装部署。","environment-deployment","scenario-recommended","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","ascend-npu-driver-install","ascend-npu-driver-install/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","atc-model-converter","Complete toolkit for Huawei Ascend NPU model conversion and end-to-end inference adaptation. Workflow 1 auto-discovers input shapes and parameters from user source code. Workflow 2 exports PyTorch models to ONNX. Workflow 3 converts ONNX to .om via ATC with multi-CANN version support. Workflow 4 adapts the user's full inference pipeline (preprocessing + model + postprocessing) to run end-to-end on NPU. Workflow 5 verifies precision between ONNX and OM outputs. Workflow 6 generates a reproducible README. Supports any standard PyTorch/ONNX model. Use when converting, testing, or deploying models on Ascend AI processors.","environment-deployment","scenario-recommended","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","atc-model-converter","atc-model-converter/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","cann-operator-env-config","提供昇腾NPU的CANN安装指导。当用户需要安装CANN、配置昇腾环境或解决安装问题时调用。","environment-deployment","scenario-recommended","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","cann-operator-env-config","cann-operator-env-config/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","gitcode-repo-bootstrap","Automatically create a GitCode repository, configure PAT-based remote, push code, and tag the repo with #+NPU. Use when the user asks to submit adaptation results to GitCode/AtomGit, publish a model card, or push deliverables to a remote repository for community review.","environment-deployment","scenario-recommended","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","gitcode-repo-bootstrap","gitcode-repo-bootstrap/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","modelscope-npu-deploy","ModelScope CV 图像分类/识别模型在昇腾 NPU 上的完整部署 Skill。 涵盖环境准备、模型下载、权重格式转换（OpenMMLab → timm）、CPU/NPU 推理验证、精度对比（概率 MaxAE < 1%）、终端截图生成、README 发布的 全流程。适用于 ResNeSt、ViT/DeiT、ConvNeXt、BEiTv2、NextViT、TinyNAS、 BNext 等常见 CV 架构，以及视频分类/行为识别等时序模型。","environment-deployment","scenario-recommended","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","modelscope-npu-deploy","modelscope-npu-deploy/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","msmodeling-env-installer","Install and verify the msmodeling development environment. Use when the user explicitly asks to install msmodeling dependencies, set up this repository, create `myenv` with `uv`, install this repository's `requirements.txt`, set project `PYTHONPATH`, or configure `HF_ENDPOINT`; if the user only says to install an environment, ask whether they mean msmodeling dependencies before proceeding.","environment-deployment","scenario-recommended","ascend-agent-skills/MindStudio","6a6e9af256d866316cccc4b53966b146c4f536f2","msmodeling-env-installer","msmodeling-env-installer/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","git-npu-deploy","微软 GIT（GenerativeImage2Text）系列模型在昇腾 NPU 上的完整部署与 推理验证 Skill。涵盖环境准备、依赖安装、transfer_to_npu 自动迁移、 单图推理、精度评测（NPU vs CPU）、性能基准测试的全流程。 支持 5 个 GIT 变体：git-base / git-base-coco / git-large / git-large-coco / git-large-textcaps。可在任意 Ascend910 系列 服务器上一键复现。当用户提到 GIT NPU、GIT 昇腾、图像描述 NPU 时触发。","general-deployment","scenario-recommended","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","git-npu","git-npu/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","model-deploy","Use when deploying LLM models on Ascend NPU with vLLM-Ascend. Triggers on: 部署模型, 启动推理服务, 拉起模型, vllm serve, vllm-ascend, model deployment, 推理部署. Not for CPU/GPU deployment or non-vLLM serving.","general-deployment","scenario-recommended","hw-pbclouds/deployskill","2c49e24fe86392ea8ce1b0311bfb80701660ba23",".","SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","npu-engine-core-init-skill","诊断并修复 vLLM-Ascend EngineCore 子进程 NPU 初始化失败问题。 当用户遇到 ""Engine core initialization failed""、""aclInit error 107001""、 ""Invalid device ID""、NPU 子进程无法启动等报错时自动触发。 支持一键诊断环境、自动应用修复、验证修复结果。","general-deployment","scenario-recommended","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","npu-engine-core-init-skill","npu-engine-core-init-skill/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","msmodelslim-layer-wise-quantization","为 msModelSlim 适配器实现逐层量化（按层加载/懒加载）能力。仅在用户明确要求逐层量化或基础适配因 CPU 内存不足无法全量加载权重时使用。该特性为高阶可选项，不是基础适配必需项。","quantization","scenario-recommended","ascend-agent-skills/MindStudio","6a6e9af256d866316cccc4b53966b146c4f536f2","msmodelslim-layer-wise-quantization","msmodelslim-layer-wise-quantization/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","msmodelslim-model-adapt","Capability in domain: quantization.","quantization","scenario-recommended","ascend-agent-skills/MindStudio","6a6e9af256d866316cccc4b53966b146c4f536f2","msmodelslim-model-adapt","msmodelslim-model-adapt/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","msmodelslim-model-dequant","为 msModelSlim 适配流程注入反量化能力。先识别模型权重是否可反量化，再实现反量化脚本并接入 model_adapter。当前仅覆盖 FP8 的 per-block 与 per-channel 两类；若格式不确定或无公开反量化规则，要求用户提供反量化脚本或浮点权重。","quantization","scenario-recommended","ascend-agent-skills/MindStudio","6a6e9af256d866316cccc4b53966b146c4f536f2","msmodelslim-model-dequant","msmodelslim-model-dequant/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","msmodelslim-quick-quant","提供 msModelSlim 的通用快速量化指引，包含安装、最简 YAML 配置与基础执行校验。适用于用户询问 msmodelslim 安装、快速量化、配置 yaml、linear_quant 或 minmax 基础参数时。","quantization","scenario-recommended","ascend-agent-skills/MindStudio","6a6e9af256d866316cccc4b53966b146c4f536f2","msmodelslim-quick-quant","msmodelslim-quick-quant/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","quant-tuning-quantize","执行模型量化。通过 msmodelslim quant 依据 Practice YAML 对模型进行量化。","quantization","scenario-recommended","ascend-agent-skills/MindStudio","6a6e9af256d866316cccc4b53966b146c4f536f2","quant-tuning-quantize","quant-tuning-quantize/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","ascend-vllm-env-config","vLLM-Ascend 部署环境变量完整配置与速查 Skill。 按场景（单卡推理/多卡并行/高并发服务）分类整理所有关键环境变量， 包含作用说明、推荐值、不设置时的默认行为，以及常见报错对应的环境变量修复方案。 当用户提到 vLLM 环境变量配置、NPU 环境设置、OOM、日志权限、 模型下载慢等问题时触发。","vllm-ascend","scenario-recommended","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","ascend-vllm-env-config","ascend-vllm-env-config/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","vllm-ascend-native-deploy","原生支持（无需代码修改）的 HuggingFace 模型在 vLLM-Ascend 上的快速部署与 Smoke 验证 Skill。 涵盖环境变量配置、vllm serve 启动命令模板、关键参数说明、API 端点 Smoke 测试、常见问题排查。 适用于 Gemma、Qwen、Llama 等已被 vLLM-Ascend 原生支持的模型架构。 当用户提到在昇腾 NPU 上部署 vLLM 模型、启动推理服务、Smoke 验证时触发。","vllm-ascend","scenario-recommended","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","vllm-ascend-native-deploy","vllm-ascend-native-deploy/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"deployer","vllm-ascend-troubleshooter","Troubleshoot vLLM-Ascend deployment, model loading, inference API, CANN/torch-npu, Ascend NPU visibility, ACLGraph/eager fallback, quantization, tensor parallel, multimodal, KV cache, memory, and performance issues. Use when users provide startup commands, logs, model paths, environment info, npu-smi output, stack traces, or failed validation results for Ascend NPU inference.","vllm-ascend","scenario-recommended","model-agent/deployment","c417b66fc29b859cc6b6ccfeab292c64bebdd919","vllm-ascend-troubleshooter","vllm-ascend-troubleshooter/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"tester","ascendc-mssanitizer","Ascend C 算子 mssanitizer 内存检测分析技能。用于检测和分析算子内存问题：非法内存访问、非法释放、内存泄漏、UB地址越界，生成问题报告。自动识别算子工程类型（ops算子仓用GE IR模式，自定义算子用Python模式）。触发关键词：mssanitizer、内存检测、内存泄漏、非法访问、illegal free、内存错误。","ascendc-operator","framework-specific","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","ascendc-operator-mssanitizer","ascendc-operator-mssanitizer/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"tester","ascendc-operator-performance-eval","在 ascend-kernel 的 csrc/ops/<op>/test 下维护仅含 JSONL 的 profiler 性能用例，使用 torch_npu.profiler（固定 warmup=5、active=5）采集，汇总 ASCEND_PROFILER_OUTPUT/op_statistic.csv 的 Total Time(us)，输出含 DType 列的统一 Markdown 对比报告（自定义算子 vs 标杆）。不生成 perf_cases.json 与 *_profiler_results.json。参考实现见 examples/layer_norm_profiler_reference/。","ascendc-operator","framework-specific","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","ascendc-operator-performance-eval","ascendc-operator-performance-eval/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"tester","ascendc-operator-precision-eval","AscendC算子精度评估。对已编译安装的算子生成全面的精度测试用例集（≥30例），运行并生成精度验证报告。关键词：精度测试、precision evaluation、精度报告、accuracy、误差分析。执行完成后 MUST 在当前对话中展示总览、失败摘要与关键发现，不得仅附报告路径。","ascendc-operator","framework-specific","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","ascendc-operator-precision-eval","ascendc-operator-precision-eval/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"tester","ascendc-operator-testcase-gen","完成AscendC算子验证用例生成 - 帮助用户完成testcase设计。当用户提到用例设计、泛化用例生成、算子标杆、UT用例、精度用例、性能用例时，使用此skill。","ascendc-operator","framework-specific","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","ascendc-operator-testcase-gen","ascendc-operator-testcase-gen/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"tester","ascendc-st-design","Ascend C 算子系统测试（ST）设计技能。基于 aclnn 接口文档，完成算子参数定义、测试因子提取、约束关系分析、测试用例生成（L0/L1）的完整流程。当需要以下任务时使用此技能：设计算子测试用例、生成ST用例。","ascendc-operator","framework-specific","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","ascendc-st-design","ascendc-st-design/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"tester","ascendc-whitebox-design","Ascend C 算子白盒测试用例生成系统。分析算子源码提取参数维度，自动枚举参数组合，生成可执行的白盒测试用例。支持 low/medium/high 三档覆盖级别。触发场景：(1) ""为 X 算子生成白盒测试用例"" (2) ""算子白盒用例生成"" (3) ""generate whitebox test cases for operator""。","ascendc-operator","framework-specific","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","ascendc-whitebox-design","ascendc-whitebox-design/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"tester","gen-evaluation-cfg","Generate msmodelslim evaluation YAML configuration (service_oriented + aisbench + vllm-ascend). Use when user asks for evaluation config generation.","operator-or-model-engineering","framework-specific","ascend-agent-skills/MindStudio","6a6e9af256d866316cccc4b53966b146c4f536f2","gen-evaluation-cfg","gen-evaluation-cfg/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"tester","msmodeling-text-generate-executor","Interactively gather parameters for `python -m cli.inference.text_generate`, generate a concrete text generation simulation command, explain assumptions, ask for execution confirmation, then run the command and summarize performance metrics. Use when the user wants to validate a specific model, hardware profile, batch/query size, prefill or decode scenario, TP/DP/EP/MOE parallel strategy, profiling database, chrome trace, empirical metrics export, or a best row produced by throughput_optimizer.","operator-or-model-engineering","framework-specific","ascend-agent-skills/MindStudio","6a6e9af256d866316cccc4b53966b146c4f536f2","msmodeling-text-generate-executor","msmodeling-text-generate-executor/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"tester","pypto-golden-generate","当需要生成 golden 参考实现时使用此 skill。基于算子规格信息，生成纯 PyTorch golden 参考实现 `{op}_golden.py`，导出 `{op}_golden()` 函数，作为精度验证基准。Triggers: 生成 golden、生成参考实现、写 golden 函数、golden script、golden reference、reference implementation、generate golden、torch 参考、验证基准、baseline implementation、写验证代码、'帮我写 golden'、golden.py、参考代码。","pypto-operator","framework-specific","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","pypto-golden-generate","pypto-golden-generate/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"tester","pypto-precision-compare","PyPTO 算子精度问题调试技能。提供两种精度对比方法：文件保存方法（使用 pypto.pass_verify_save 和 torch.save）和二分对比方法（使用检查点 tensor）。当需要调试 PyPTO 算子精度、定位精度差异来源、进行中间结果对比时使用此技能。","pypto-operator","framework-specific","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","pypto-precision-compare","pypto-precision-compare/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"tester","triton-operator-performance-eval","评估 Ascend NPU 上 Triton 算子性能。使用 msprof/msprof op 采集性能数据，诊断 Memory-Bound/Compute-Bound 瓶颈，测量硬件利用率，生成性能报告。","triton-operator","framework-specific","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","triton-operator-performance-eval","triton-operator-performance-eval/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"tester","triton-operator-precision-eval","Triton 算子精度评估。与 PyTorch 参考实现对比，自动计算误差指标，生成标准化精度报告。关键词：精度测试、precision evaluation、精度报告、accuracy verification。","triton-operator","framework-specific","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","triton-operator-precision-eval","triton-operator-precision-eval/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"tester","acs-bench","Use when benchmarking LLM API endpoints for throughput/latency, running stress tests on model services, finding optimal concurrency/QPS, or capacity planning for LLM deployments.","benchmark","general-recommended","hw-pbclouds/acs-bench","2c49e24fe86392ea8ce1b0311bfb80701660ba23",".","SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"tester","ascend-ai4s-precision-alignment","面向昇腾 NPU 的 AI4S 模型精度对齐与问题定位。用于比较 GPU 与昇腾或官方基线与昇腾之间的训练 loss、推理输出和任务指标，梳理模型特定的对齐要求，并在精度不一致时采集和分析定向 dump 证据。使用本 skill 时必须先确认官方 README、官方示例或 benchmark 是否已给出基线；若官方未提供，必须先询问用户 GPU 基线来源，禁止默认使用 CPU 结果作为最终对齐基线。","ai4s","scenario-recommended","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","ai4s-precision-alignment","ai4s-precision-alignment/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"tester","msmodelslim-adapter-verification","为 msModelSlim 适配器执行功能性验证。适用于基础适配器开发完成后，自动执行四步验证（测试模型、全回退量化、权重一致性与可加载/保存、实际量化规则校验）并输出通过/失败结论。","quantization","scenario-recommended","ascend-agent-skills/MindStudio","6a6e9af256d866316cccc4b53966b146c4f536f2","msmodelslim-adapter-verification","msmodelslim-adapter-verification/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"tester","quant-tuning-evaluate","执行模型测评。通过 scripts/run_evaluation.py 依据 Evaluation YAML 对量化模型进行评测。","quantization","scenario-recommended","ascend-agent-skills/MindStudio","6a6e9af256d866316cccc4b53966b146c4f536f2","quant-tuning-evaluate","quant-tuning-evaluate/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"tester","deterministic-calculation-analysis","执行msProbe数据比对并分析比对结果，定位确定性计算问题首个输入一致输出不一致的API。","testing-verification","scenario-recommended","ascend-agent-skills/MindStudio","6a6e9af256d866316cccc4b53966b146c4f536f2","deterministic-calculation-analysis","deterministic-calculation-analysis/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"tester","ops-precision-standard","算子精度标准。描述 Ascend C 算子各种 dtype 输出对应的精度比对标准（atol/rtol）。当需要（1）评估算子精度是否达标，（2）编写 ST 测试验证精度，（3）处理 FP16/FP32/BF16 等不同数据类型精度问题，（4）确认算子精度验收标准时触发。","testing-verification","scenario-recommended","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","ops-precision-standard","ops-precision-standard/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"tester","ops-simulator","NPU 仿真器技能。提供 CANN Simulator 的使用指导，包括精度仿真、性能仿真、流水线分析。当需要在无 NPU 硬件环境下验证算子功能、分析性能瓶颈、定位精度问题时使用。","testing-verification","scenario-recommended","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","ops-simulator","ops-simulator/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
"profiler","agent-profiling","华为昇腾 NPU 性能分析（Profiling）工具使用指南。包含 L0/L1/L2 三级 profiling 采集代码模板、三种解析方案（CSV / SQLite cluster.db / Chrome trace JSON）、auto-tuning 闭环流程。触发词：profiling、性能分析、算子耗时、NPU 性能诊断、torch_npu profiler、cluster.db、auto-tuning。","profiling-collection","general-recommended","model-agent/optimization","c417b66fc29b859cc6b6ccfeab292c64bebdd919","ascend-profiling","ascend-profiling/SKILL.md","Worker-local capability; runtime actions still follow task approval and environment boundaries."
